?supname	?sup	?subname	?sub
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 39r"	<http://purl.obolibrary.org/obo/DHBA_10969>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 39r"	<http://purl.obolibrary.org/obo/DHBA_10970>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 39r"	<http://purl.obolibrary.org/obo/DHBA_10971>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 39r"	<http://purl.obolibrary.org/obo/DHBA_10972>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10973>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10974>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10975>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10976>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10977>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 39c"	<http://purl.obolibrary.org/obo/DHBA_10978>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10979>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10980>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10981>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10982>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10983>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 5ci"	<http://purl.obolibrary.org/obo/DHBA_10984>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10985>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10986>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10987>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10988>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10989>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 5l"	<http://purl.obolibrary.org/obo/DHBA_10990>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10991>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10992>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10993>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10994>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10995>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 5m"	<http://purl.obolibrary.org/obo/DHBA_10996>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 7r"	<http://purl.obolibrary.org/obo/DHBA_10997>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 7r"	<http://purl.obolibrary.org/obo/DHBA_10998>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 7r"	<http://purl.obolibrary.org/obo/DHBA_10999>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 7r"	<http://purl.obolibrary.org/obo/DHBA_11000>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 7r"	<http://purl.obolibrary.org/obo/DHBA_11001>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 7r"	<http://purl.obolibrary.org/obo/DHBA_11002>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11003>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11004>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11005>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11006>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11007>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 7m"	<http://purl.obolibrary.org/obo/DHBA_11008>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11009>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11010>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11011>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11012>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11013>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 7c"	<http://purl.obolibrary.org/obo/DHBA_11014>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11015>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11016>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11017>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11018>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11019>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 7pc"	<http://purl.obolibrary.org/obo/DHBA_11020>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 41"	<http://purl.obolibrary.org/obo/DHBA_11021>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 41"	<http://purl.obolibrary.org/obo/DHBA_11022>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 41"	<http://purl.obolibrary.org/obo/DHBA_11023>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 41"	<http://purl.obolibrary.org/obo/DHBA_11024>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 41"	<http://purl.obolibrary.org/obo/DHBA_11025>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 41"	<http://purl.obolibrary.org/obo/DHBA_11026>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11027>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11028>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11029>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11030>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11031>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of rostral primary auditory cortex"	<http://purl.obolibrary.org/obo/DHBA_11032>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11033>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11034>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11035>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11036>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11037>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 20r"	<http://purl.obolibrary.org/obo/DHBA_11038>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11039>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11040>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11041>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11042>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11043>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 20i"	<http://purl.obolibrary.org/obo/DHBA_11044>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11045>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11046>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11047>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11048>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11049>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of area 20c"	<http://purl.obolibrary.org/obo/DHBA_11050>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I of area 42"	<http://purl.obolibrary.org/obo/DHBA_11051>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of area 42"	<http://purl.obolibrary.org/obo/DHBA_11052>
